total_accesses,hits,misses,hit_rate,miss_rate,recomputation_cost,policy,phase,capacity,shift_level,base_seed
4800,2500,2300,0.5208333333333334,0.4791666666666667,2388,lru,overall,256,hard,3040
2400,2081,319,0.8670833333333333,0.13291666666666666,383,adaptive,phase1,256,hard,3040
2400,2050,350,0.8541666666666666,0.14583333333333334,476,fifo,phase1,256,hard,3040
2400,2081,319,0.8670833333333333,0.13291666666666666,383,lru,phase1,256,hard,3040
2400,424,1976,0.17666666666666667,0.8233333333333334,1976,adaptive,phase2,256,hard,3040
2400,406,1994,0.16916666666666666,0.8308333333333333,2042,fifo,phase2,256,hard,3040
2400,419,1981,0.17458333333333334,0.8254166666666667,2005,lru,phase2,256,hard,3040
4800,2531,2269,0.5272916666666667,0.47270833333333334,2333,adaptive,overall,384,hard,3040
4800,2513,2287,0.5235416666666667,0.4764583333333333,2395,fifo,overall,384,hard,3040
4800,2529,2271,0.526875,0.473125,2345,lru,overall,384,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,384,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,fifo,phase1,384,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,384,hard,3040
2400,447,1953,0.18625,0.81375,1953,adaptive,phase2,384,hard,3040
2400,429,1971,0.17875,0.82125,2015,fifo,phase2,384,hard,3040
2400,445,1955,0.18541666666666667,0.8145833333333333,1965,lru,phase2,384,hard,3040
4800,2544,2256,0.53,0.47,2320,adaptive,overall,512,hard,3040
4800,2527,2273,0.5264583333333334,0.4735416666666667,2371,fifo,overall,512,hard,3040
4800,2541,2259,0.529375,0.470625,2329,lru,overall,512,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,512,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,fifo,phase1,512,hard,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,512,hard,3040
2400,460,1940,0.19166666666666668,0.8083333333333333,1940,adaptive,phase2,512,hard,3040
2400,443,1957,0.18458333333333332,0.8154166666666667,1991,fifo,phase2,512,hard,3040
2400,457,1943,0.19041666666666668,0.8095833333333333,1949,lru,phase2,512,hard,3040
4800,2755,2045,0.5739583333333333,0.42604166666666665,2109,adaptive,overall,256,moderate,3026
4800,2690,2110,0.5604166666666667,0.4395833333333333,2304,fifo,overall,256,moderate,3026
4800,2748,2052,0.5725,0.4275,2140,lru,overall,256,moderate,3026
2400,2092,308,0.8716666666666667,0.12833333333333333,372,adaptive,phase1,256,moderate,3026
2400,2059,341,0.8579166666666667,0.14208333333333334,469,fifo,phase1,256,moderate,3026
2400,2092,308,0.8716666666666667,0.12833333333333333,372,lru,phase1,256,moderate,3026
2400,663,1737,0.27625,0.72375,1737,adaptive,phase2,256,moderate,3026
2400,631,1769,0.2629166666666667,0.7370833333333333,1835,fifo,phase2,256,moderate,3026
2400,656,1744,0.2733333333333333,0.7266666666666667,1768,lru,phase2,256,moderate,3026
4800,2782,2018,0.5795833333333333,0.42041666666666666,2082,adaptive,overall,384,moderate,3026
4800,2759,2041,0.5747916666666667,0.42520833333333335,2163,fifo,overall,384,moderate,3026
4800,2780,2020,0.5791666666666667,0.42083333333333334,2098,lru,overall,384,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,384,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,384,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,384,moderate,3026
2400,686,1714,0.28583333333333333,0.7141666666666666,1714,adaptive,phase2,384,moderate,3026
2400,663,1737,0.27625,0.72375,1795,fifo,phase2,384,moderate,3026
2400,684,1716,0.285,0.715,1730,lru,phase2,384,moderate,3026
4800,2800,2000,0.5833333333333334,0.4166666666666667,2064,adaptive,overall,512,moderate,3026
4800,2783,2017,0.5797916666666667,0.42020833333333335,2119,fifo,overall,512,moderate,3026
4800,2799,2001,0.583125,0.416875,2073,lru,overall,512,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,512,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,512,moderate,3026
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,512,moderate,3026
2400,704,1696,0.29333333333333333,0.7066666666666667,1696,adaptive,phase2,512,moderate,3026
2400,687,1713,0.28625,0.71375,1751,fifo,phase2,512,moderate,3026
2400,703,1697,0.29291666666666666,0.7070833333333333,1705,lru,phase2,512,moderate,3026
4800,2798,2002,0.5829166666666666,0.4170833333333333,2066,adaptive,overall,256,moderate,3027
4800,2730,2070,0.56875,0.43125,2270,fifo,overall,256,moderate,3027
4800,2790,2010,0.58125,0.41875,2094,lru,overall,256,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,adaptive,phase1,256,moderate,3027
2400,2080,320,0.8666666666666667,0.13333333333333333,446,fifo,phase1,256,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,lru,phase1,256,moderate,3027
2400,687,1713,0.28625,0.71375,1713,adaptive,phase2,256,moderate,3027
2400,650,1750,0.2708333333333333,0.7291666666666666,1824,fifo,phase2,256,moderate,3027
2400,679,1721,0.28291666666666665,0.7170833333333333,1741,lru,phase2,256,moderate,3027
4800,2819,1981,0.5872916666666667,0.41270833333333334,2045,adaptive,overall,384,moderate,3027
4800,2788,2012,0.5808333333333333,0.4191666666666667,2132,fifo,overall,384,moderate,3027
4800,2818,1982,0.5870833333333333,0.41291666666666665,2052,lru,overall,384,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,adaptive,phase1,384,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,fifo,phase1,384,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,lru,phase1,384,moderate,3027
2400,708,1692,0.295,0.705,1692,adaptive,phase2,384,moderate,3027
2400,677,1723,0.28208333333333335,0.7179166666666666,1779,fifo,phase2,384,moderate,3027
2400,707,1693,0.2945833333333333,0.7054166666666667,1699,lru,phase2,384,moderate,3027
4800,2835,1965,0.590625,0.409375,2029,adaptive,overall,512,moderate,3027
4800,2815,1985,0.5864583333333333,0.41354166666666664,2091,fifo,overall,512,moderate,3027
4800,2837,1963,0.5910416666666667,0.4089583333333333,2031,lru,overall,512,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,adaptive,phase1,512,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,fifo,phase1,512,moderate,3027
2400,2111,289,0.8795833333333334,0.12041666666666667,353,lru,phase1,512,moderate,3027
2400,724,1676,0.3016666666666667,0.6983333333333334,1676,adaptive,phase2,512,moderate,3027
2400,704,1696,0.29333333333333333,0.7066666666666667,1738,fifo,phase2,512,moderate,3027
2400,726,1674,0.3025,0.6975,1678,lru,phase2,512,moderate,3027
4800,2763,2037,0.575625,0.424375,2101,adaptive,overall,256,moderate,3028
4800,2692,2108,0.5608333333333333,0.43916666666666665,2316,fifo,overall,256,moderate,3028
4800,2758,2042,0.5745833333333333,0.42541666666666667,2124,lru,overall,256,moderate,3028
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,256,moderate,3028
2400,2050,350,0.8541666666666666,0.14583333333333334,478,fifo,phase1,256,moderate,3028
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,256,moderate,3028
2400,679,1721,0.28291666666666665,0.7170833333333333,1721,adaptive,phase2,256,moderate,3028
2400,642,1758,0.2675,0.7325,1838,fifo,phase2,256,moderate,3028
2400,674,1726,0.2808333333333333,0.7191666666666666,1744,lru,phase2,256,moderate,3028
4800,2793,2007,0.581875,0.418125,2071,adaptive,overall,384,moderate,3028
4800,2767,2033,0.5764583333333333,0.42354166666666665,2161,fifo,overall,384,moderate,3028
4800,2794,2006,0.5820833333333333,0.41791666666666666,2076,lru,overall,384,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,adaptive,phase1,384,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,fifo,phase1,384,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,lru,phase1,384,moderate,3028
2400,707,1693,0.2945833333333333,0.7054166666666667,1693,adaptive,phase2,384,moderate,3028
2400,681,1719,0.28375,0.71625,1783,fifo,phase2,384,moderate,3028
2400,708,1692,0.295,0.705,1698,lru,phase2,384,moderate,3028
4800,2816,1984,0.5866666666666667,0.41333333333333333,2048,adaptive,overall,512,moderate,3028
4800,2799,2001,0.583125,0.416875,2111,fifo,overall,512,moderate,3028
4800,2819,1981,0.5872916666666667,0.41270833333333334,2047,lru,overall,512,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,adaptive,phase1,512,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,fifo,phase1,512,moderate,3028
2400,2086,314,0.8691666666666666,0.13083333333333333,378,lru,phase1,512,moderate,3028
2400,730,1670,0.30416666666666664,0.6958333333333333,1670,adaptive,phase2,512,moderate,3028
2400,713,1687,0.2970833333333333,0.7029166666666666,1733,fifo,phase2,512,moderate,3028
2400,733,1667,0.30541666666666667,0.6945833333333333,1669,lru,phase2,512,moderate,3028
4800,2803,1997,0.5839583333333334,0.41604166666666664,2061,adaptive,overall,256,moderate,3029
4800,2734,2066,0.5695833333333333,0.43041666666666667,2268,fifo,overall,256,moderate,3029
4800,2794,2006,0.5820833333333333,0.41791666666666666,2094,lru,overall,256,moderate,3029
2400,2083,317,0.8679166666666667,0.13208333333333333,381,adaptive,phase1,256,moderate,3029
2400,2052,348,0.855,0.145,474,fifo,phase1,256,moderate,3029
2400,2083,317,0.8679166666666667,0.13208333333333333,381,lru,phase1,256,moderate,3029
2400,720,1680,0.3,0.7,1680,adaptive,phase2,256,moderate,3029
2400,682,1718,0.2841666666666667,0.7158333333333333,1794,fifo,phase2,256,moderate,3029
2400,711,1689,0.29625,0.70375,1713,lru,phase2,256,moderate,3029
4800,2825,1975,0.5885416666666666,0.4114583333333333,2039,adaptive,overall,384,moderate,3029
4800,2805,1995,0.584375,0.415625,2115,fifo,overall,384,moderate,3029
4800,2829,1971,0.589375,0.410625,2039,lru,overall,384,moderate,3029
2400,2085,315,0.86875,0.13125,379,adaptive,phase1,384,moderate,3029
2400,2085,315,0.86875,0.13125,379,fifo,phase1,384,moderate,3029
2400,2085,315,0.86875,0.13125,379,lru,phase1,384,moderate,3029
2400,740,1660,0.30833333333333335,0.6916666666666667,1660,adaptive,phase2,384,moderate,3029
2400,720,1680,0.3,0.7,1736,fifo,phase2,384,moderate,3029
2400,744,1656,0.31,0.69,1660,lru,phase2,384,moderate,3029
4800,2847,1953,0.593125,0.406875,2017,adaptive,overall,512,moderate,3029
4800,2825,1975,0.5885416666666666,0.4114583333333333,2085,fifo,overall,512,moderate,3029
4800,2850,1950,0.59375,0.40625,2014,lru,overall,512,moderate,3029
2400,2085,315,0.86875,0.13125,379,adaptive,phase1,512,moderate,3029
2400,2085,315,0.86875,0.13125,379,fifo,phase1,512,moderate,3029
2400,2085,315,0.86875,0.13125,379,lru,phase1,512,moderate,3029
2400,762,1638,0.3175,0.6825,1638,adaptive,phase2,512,moderate,3029
2400,740,1660,0.30833333333333335,0.6916666666666667,1706,fifo,phase2,512,moderate,3029
2400,765,1635,0.31875,0.68125,1635,lru,phase2,512,moderate,3029
4800,2769,2031,0.576875,0.423125,2095,adaptive,overall,256,moderate,3030
4800,2696,2104,0.5616666666666666,0.43833333333333335,2306,fifo,overall,256,moderate,3030
4800,2756,2044,0.5741666666666667,0.42583333333333334,2136,lru,overall,256,moderate,3030
2400,2100,300,0.875,0.125,364,adaptive,phase1,256,moderate,3030
2400,2065,335,0.8604166666666667,0.13958333333333334,463,fifo,phase1,256,moderate,3030
2400,2100,300,0.875,0.125,364,lru,phase1,256,moderate,3030
2400,669,1731,0.27875,0.72125,1731,adaptive,phase2,256,moderate,3030
2400,631,1769,0.2629166666666667,0.7370833333333333,1843,fifo,phase2,256,moderate,3030
2400,656,1744,0.2733333333333333,0.7266666666666667,1772,lru,phase2,256,moderate,3030
4800,2787,2013,0.580625,0.419375,2077,adaptive,overall,384,moderate,3030
4800,2761,2039,0.5752083333333333,0.4247916666666667,2163,fifo,overall,384,moderate,3030
4800,2788,2012,0.5808333333333333,0.4191666666666667,2084,lru,overall,384,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,adaptive,phase1,384,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,fifo,phase1,384,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,lru,phase1,384,moderate,3030
2400,686,1714,0.28583333333333333,0.7141666666666666,1714,adaptive,phase2,384,moderate,3030
2400,660,1740,0.275,0.725,1800,fifo,phase2,384,moderate,3030
2400,687,1713,0.28625,0.71375,1721,lru,phase2,384,moderate,3030
4800,2809,1991,0.5852083333333333,0.41479166666666667,2055,adaptive,overall,512,moderate,3030
4800,2791,2009,0.5814583333333333,0.41854166666666665,2119,fifo,overall,512,moderate,3030
4800,2812,1988,0.5858333333333333,0.4141666666666667,2054,lru,overall,512,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,adaptive,phase1,512,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,fifo,phase1,512,moderate,3030
2400,2101,299,0.8754166666666666,0.12458333333333334,363,lru,phase1,512,moderate,3030
2400,708,1692,0.295,0.705,1692,adaptive,phase2,512,moderate,3030
2400,690,1710,0.2875,0.7125,1756,fifo,phase2,512,moderate,3030
2400,711,1689,0.29625,0.70375,1691,lru,phase2,512,moderate,3030
4800,2779,2021,0.5789583333333334,0.42104166666666665,2085,adaptive,overall,256,moderate,3031
4800,2715,2085,0.565625,0.434375,2283,fifo,overall,256,moderate,3031
4800,2768,2032,0.5766666666666667,0.42333333333333334,2122,lru,overall,256,moderate,3031
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,256,moderate,3031
2400,2054,346,0.8558333333333333,0.14416666666666667,472,fifo,phase1,256,moderate,3031
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,256,moderate,3031
2400,695,1705,0.28958333333333336,0.7104166666666667,1705,adaptive,phase2,256,moderate,3031
2400,661,1739,0.27541666666666664,0.7245833333333334,1811,fifo,phase2,256,moderate,3031
2400,684,1716,0.285,0.715,1742,lru,phase2,256,moderate,3031
4800,2802,1998,0.58375,0.41625,2062,adaptive,overall,384,moderate,3031
4800,2777,2023,0.5785416666666666,0.4214583333333333,2145,fifo,overall,384,moderate,3031
4800,2803,1997,0.5839583333333334,0.41604166666666664,2067,lru,overall,384,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,adaptive,phase1,384,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,fifo,phase1,384,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,lru,phase1,384,moderate,3031
2400,715,1685,0.29791666666666666,0.7020833333333333,1685,adaptive,phase2,384,moderate,3031
2400,690,1710,0.2875,0.7125,1768,fifo,phase2,384,moderate,3031
2400,716,1684,0.29833333333333334,0.7016666666666667,1690,lru,phase2,384,moderate,3031
4800,2823,1977,0.588125,0.411875,2041,adaptive,overall,512,moderate,3031
4800,2799,2001,0.583125,0.416875,2109,fifo,overall,512,moderate,3031
4800,2823,1977,0.588125,0.411875,2043,lru,overall,512,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,adaptive,phase1,512,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,fifo,phase1,512,moderate,3031
2400,2087,313,0.8695833333333334,0.13041666666666665,377,lru,phase1,512,moderate,3031
2400,736,1664,0.30666666666666664,0.6933333333333334,1664,adaptive,phase2,512,moderate,3031
2400,712,1688,0.2966666666666667,0.7033333333333334,1732,fifo,phase2,512,moderate,3031
2400,736,1664,0.30666666666666664,0.6933333333333334,1666,lru,phase2,512,moderate,3031
4800,2785,2015,0.5802083333333333,0.4197916666666667,2079,adaptive,overall,256,moderate,3032
4800,2711,2089,0.5647916666666667,0.4352083333333333,2293,fifo,overall,256,moderate,3032
4800,2776,2024,0.5783333333333334,0.4216666666666667,2110,lru,overall,256,moderate,3032
2400,2086,314,0.8691666666666666,0.13083333333333333,378,adaptive,phase1,256,moderate,3032
2400,2054,346,0.8558333333333333,0.14416666666666667,474,fifo,phase1,256,moderate,3032
2400,2086,314,0.8691666666666666,0.13083333333333333,378,lru,phase1,256,moderate,3032
2400,699,1701,0.29125,0.70875,1701,adaptive,phase2,256,moderate,3032
2400,657,1743,0.27375,0.72625,1819,fifo,phase2,256,moderate,3032
2400,690,1710,0.2875,0.7125,1732,lru,phase2,256,moderate,3032
4800,2807,1993,0.5847916666666667,0.41520833333333335,2057,adaptive,overall,384,moderate,3032
4800,2784,2016,0.58,0.42,2138,fifo,overall,384,moderate,3032
4800,2806,1994,0.5845833333333333,0.41541666666666666,2064,lru,overall,384,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,adaptive,phase1,384,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,fifo,phase1,384,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,lru,phase1,384,moderate,3032
2400,720,1680,0.3,0.7,1680,adaptive,phase2,384,moderate,3032
2400,697,1703,0.29041666666666666,0.7095833333333333,1761,fifo,phase2,384,moderate,3032
2400,719,1681,0.2995833333333333,0.7004166666666667,1687,lru,phase2,384,moderate,3032
4800,2834,1966,0.5904166666666667,0.40958333333333335,2030,adaptive,overall,512,moderate,3032
4800,2818,1982,0.5870833333333333,0.41291666666666665,2090,fifo,overall,512,moderate,3032
4800,2838,1962,0.59125,0.40875,2026,lru,overall,512,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,adaptive,phase1,512,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,fifo,phase1,512,moderate,3032
2400,2087,313,0.8695833333333334,0.13041666666666665,377,lru,phase1,512,moderate,3032
2400,747,1653,0.31125,0.68875,1653,adaptive,phase2,512,moderate,3032
2400,731,1669,0.3045833333333333,0.6954166666666667,1713,fifo,phase2,512,moderate,3032
2400,751,1649,0.3129166666666667,0.6870833333333334,1649,lru,phase2,512,moderate,3032
4800,2740,2060,0.5708333333333333,0.42916666666666664,2124,adaptive,overall,256,moderate,3033
4800,2669,2131,0.5560416666666667,0.44395833333333334,2335,fifo,overall,256,moderate,3033
4800,2733,2067,0.569375,0.430625,2151,lru,overall,256,moderate,3033
2400,2077,323,0.8654166666666666,0.13458333333333333,387,adaptive,phase1,256,moderate,3033
2400,2046,354,0.8525,0.1475,482,fifo,phase1,256,moderate,3033
2400,2077,323,0.8654166666666666,0.13458333333333333,387,lru,phase1,256,moderate,3033
2400,663,1737,0.27625,0.72375,1737,adaptive,phase2,256,moderate,3033
2400,623,1777,0.25958333333333333,0.7404166666666666,1853,fifo,phase2,256,moderate,3033
2400,656,1744,0.2733333333333333,0.7266666666666667,1764,lru,phase2,256,moderate,3033
4800,2763,2037,0.575625,0.424375,2101,adaptive,overall,384,moderate,3033
4800,2734,2066,0.5695833333333333,0.43041666666666667,2190,fifo,overall,384,moderate,3033
4800,2762,2038,0.5754166666666667,0.4245833333333333,2110,lru,overall,384,moderate,3033
2400,2079,321,0.86625,0.13375,385,adaptive,phase1,384,moderate,3033
2400,2079,321,0.86625,0.13375,385,fifo,phase1,384,moderate,3033
2400,2079,321,0.86625,0.13375,385,lru,phase1,384,moderate,3033
2400,684,1716,0.285,0.715,1716,adaptive,phase2,384,moderate,3033
2400,655,1745,0.27291666666666664,0.7270833333333333,1805,fifo,phase2,384,moderate,3033
2400,683,1717,0.28458333333333335,0.7154166666666667,1725,lru,phase2,384,moderate,3033
4800,2781,2019,0.579375,0.420625,2083,adaptive,overall,512,moderate,3033
4800,2760,2040,0.575,0.425,2150,fifo,overall,512,moderate,3033
4800,2779,2021,0.5789583333333334,0.42104166666666665,2091,lru,overall,512,moderate,3033
2400,2079,321,0.86625,0.13375,385,adaptive,phase1,512,moderate,3033
2400,2079,321,0.86625,0.13375,385,fifo,phase1,512,moderate,3033
2400,2079,321,0.86625,0.13375,385,lru,phase1,512,moderate,3033
2400,702,1698,0.2925,0.7075,1698,adaptive,phase2,512,moderate,3033
2400,681,1719,0.28375,0.71625,1765,fifo,phase2,512,moderate,3033
2400,700,1700,0.2916666666666667,0.7083333333333334,1706,lru,phase2,512,moderate,3033
4800,2770,2030,0.5770833333333333,0.42291666666666666,2094,adaptive,overall,256,moderate,3034
4800,2703,2097,0.563125,0.436875,2303,fifo,overall,256,moderate,3034
4800,2760,2040,0.575,0.425,2126,lru,overall,256,moderate,3034
2400,2094,306,0.8725,0.1275,370,adaptive,phase1,256,moderate,3034
2400,2063,337,0.8595833333333334,0.14041666666666666,463,fifo,phase1,256,moderate,3034
2400,2094,306,0.8725,0.1275,370,lru,phase1,256,moderate,3034
2400,676,1724,0.2816666666666667,0.7183333333333334,1724,adaptive,phase2,256,moderate,3034
2400,640,1760,0.26666666666666666,0.7333333333333333,1840,fifo,phase2,256,moderate,3034
2400,666,1734,0.2775,0.7225,1756,lru,phase2,256,moderate,3034
4800,2794,2006,0.5820833333333333,0.41791666666666666,2070,adaptive,overall,384,moderate,3034
4800,2770,2030,0.5770833333333333,0.42291666666666666,2154,fifo,overall,384,moderate,3034
4800,2796,2004,0.5825,0.4175,2078,lru,overall,384,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,384,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,384,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,384,moderate,3034
2400,698,1702,0.29083333333333333,0.7091666666666666,1702,adaptive,phase2,384,moderate,3034
2400,674,1726,0.2808333333333333,0.7191666666666666,1786,fifo,phase2,384,moderate,3034
2400,700,1700,0.2916666666666667,0.7083333333333334,1710,lru,phase2,384,moderate,3034
4800,2815,1985,0.5864583333333333,0.41354166666666664,2049,adaptive,overall,512,moderate,3034
4800,2801,1999,0.5835416666666666,0.4164583333333333,2109,fifo,overall,512,moderate,3034
4800,2819,1981,0.5872916666666667,0.41270833333333334,2045,lru,overall,512,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,512,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,512,moderate,3034
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,512,moderate,3034
2400,719,1681,0.2995833333333333,0.7004166666666667,1681,adaptive,phase2,512,moderate,3034
2400,705,1695,0.29375,0.70625,1741,fifo,phase2,512,moderate,3034
2400,723,1677,0.30125,0.69875,1677,lru,phase2,512,moderate,3034
4800,2836,1964,0.5908333333333333,0.4091666666666667,2028,adaptive,overall,256,moderate,3035
4800,2771,2029,0.5772916666666666,0.42270833333333335,2221,fifo,overall,256,moderate,3035
4800,2829,1971,0.589375,0.410625,2053,lru,overall,256,moderate,3035
2400,2105,295,0.8770833333333333,0.12291666666666666,359,adaptive,phase1,256,moderate,3035
2400,2075,325,0.8645833333333334,0.13541666666666666,451,fifo,phase1,256,moderate,3035
2400,2105,295,0.8770833333333333,0.12291666666666666,359,lru,phase1,256,moderate,3035
2400,731,1669,0.3045833333333333,0.6954166666666667,1669,adaptive,phase2,256,moderate,3035
2400,696,1704,0.29,0.71,1770,fifo,phase2,256,moderate,3035
2400,724,1676,0.3016666666666667,0.6983333333333334,1694,lru,phase2,256,moderate,3035
4800,2859,1941,0.595625,0.404375,2005,adaptive,overall,384,moderate,3035
4800,2830,1970,0.5895833333333333,0.41041666666666665,2092,fifo,overall,384,moderate,3035
4800,2860,1940,0.5958333333333333,0.4041666666666667,2012,lru,overall,384,moderate,3035
2400,2106,294,0.8775,0.1225,358,adaptive,phase1,384,moderate,3035
2400,2106,294,0.8775,0.1225,358,fifo,phase1,384,moderate,3035
2400,2106,294,0.8775,0.1225,358,lru,phase1,384,moderate,3035
2400,753,1647,0.31375,0.68625,1647,adaptive,phase2,384,moderate,3035
2400,724,1676,0.3016666666666667,0.6983333333333334,1734,fifo,phase2,384,moderate,3035
2400,754,1646,0.31416666666666665,0.6858333333333333,1654,lru,phase2,384,moderate,3035
4800,2881,1919,0.6002083333333333,0.39979166666666666,1983,adaptive,overall,512,moderate,3035
4800,2863,1937,0.5964583333333333,0.4035416666666667,2045,fifo,overall,512,moderate,3035
4800,2883,1917,0.600625,0.399375,1983,lru,overall,512,moderate,3035
2400,2106,294,0.8775,0.1225,358,adaptive,phase1,512,moderate,3035
2400,2106,294,0.8775,0.1225,358,fifo,phase1,512,moderate,3035
2400,2106,294,0.8775,0.1225,358,lru,phase1,512,moderate,3035
2400,775,1625,0.3229166666666667,0.6770833333333334,1625,adaptive,phase2,512,moderate,3035
2400,757,1643,0.3154166666666667,0.6845833333333333,1687,fifo,phase2,512,moderate,3035
2400,777,1623,0.32375,0.67625,1625,lru,phase2,512,moderate,3035
4800,2801,1999,0.5835416666666666,0.4164583333333333,2063,adaptive,overall,256,moderate,3036
4800,2736,2064,0.57,0.43,2256,fifo,overall,256,moderate,3036
4800,2793,2007,0.581875,0.418125,2091,lru,overall,256,moderate,3036
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,256,moderate,3036
2400,2052,348,0.855,0.145,476,fifo,phase1,256,moderate,3036
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,256,moderate,3036
2400,717,1683,0.29875,0.70125,1683,adaptive,phase2,256,moderate,3036
2400,684,1716,0.285,0.715,1780,fifo,phase2,256,moderate,3036
2400,709,1691,0.29541666666666666,0.7045833333333333,1711,lru,phase2,256,moderate,3036
4800,2816,1984,0.5866666666666667,0.41333333333333333,2048,adaptive,overall,384,moderate,3036
4800,2790,2010,0.58125,0.41875,2132,fifo,overall,384,moderate,3036
4800,2815,1985,0.5864583333333333,0.41354166666666664,2061,lru,overall,384,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,adaptive,phase1,384,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,fifo,phase1,384,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,lru,phase1,384,moderate,3036
2400,730,1670,0.30416666666666664,0.6958333333333333,1670,adaptive,phase2,384,moderate,3036
2400,704,1696,0.29333333333333333,0.7066666666666667,1754,fifo,phase2,384,moderate,3036
2400,729,1671,0.30375,0.69625,1683,lru,phase2,384,moderate,3036
4800,2838,1962,0.59125,0.40875,2026,adaptive,overall,512,moderate,3036
4800,2825,1975,0.5885416666666666,0.4114583333333333,2081,fifo,overall,512,moderate,3036
4800,2839,1961,0.5914583333333333,0.4085416666666667,2033,lru,overall,512,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,adaptive,phase1,512,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,fifo,phase1,512,moderate,3036
2400,2086,314,0.8691666666666666,0.13083333333333333,378,lru,phase1,512,moderate,3036
2400,752,1648,0.31333333333333335,0.6866666666666666,1648,adaptive,phase2,512,moderate,3036
2400,739,1661,0.30791666666666667,0.6920833333333334,1703,fifo,phase2,512,moderate,3036
2400,753,1647,0.31375,0.68625,1655,lru,phase2,512,moderate,3036
4800,2799,2001,0.583125,0.416875,2065,adaptive,overall,256,moderate,3037
4800,2733,2067,0.569375,0.430625,2259,fifo,overall,256,moderate,3037
4800,2788,2012,0.5808333333333333,0.4191666666666667,2104,lru,overall,256,moderate,3037
2400,2098,302,0.8741666666666666,0.12583333333333332,366,adaptive,phase1,256,moderate,3037
