metric,value_mean,value_std
total_accesses,4000.0,0.0
unique_blocks,683.8666666666667,24.08279369967181
unique_requests,8.0,0.0
reuse_ratio,0.8290333333333334,0.0060206984249179555
shared_prefix_fraction,0.6248333333333334,0.015810447118764177
avg_recompute_cost,2.2496666666666667,0.03162089423752826
