workload,n_seeds,total_accesses_mean,unique_blocks_mean,unique_blocks_std,reuse_ratio_mean,reuse_ratio_std,avg_accesses_per_unique_block_mean
long_context,15,4000.0,1083.9333333333334,2.120197654757255,0.7290166666666666,0.0005300494136893202,3.690277043449627
multiturn,15,2400.0,435.8666666666667,14.657356352292696,0.8183888888888888,0.006107231813455322,5.512056674341116
short_prompt,15,2000.0,92.06666666666666,1.8695555876298757,0.9539666666666666,0.0009347777938149355,21.731864568179947
