num_requests,shared_prefix_reuse_prob,n_seeds,total_accesses_mean,unique_blocks_mean,reuse_ratio_mean,shared_prefix_fraction_mean,avg_recompute_cost_mean
4,0.05,15,2000.0,651.5333333333333,0.6742333333333334,0.16786666666666666,1.3357333333333334
4,0.2,15,2000.0,494.26666666666665,0.7528666666666666,0.4381333333333333,1.8762666666666665
4,0.35,15,2000.0,291.06666666666666,0.8544666666666667,0.7181333333333334,2.4362666666666666
8,0.05,15,4000.0,1260.2,0.6849500000000001,0.16816666666666666,1.3363333333333334
8,0.2,15,4000.0,942.8666666666667,0.7642833333333333,0.4436833333333333,1.8873666666666666
8,0.35,15,4000.0,536.1333333333333,0.8659666666666667,0.7204166666666667,2.440833333333333
16,0.05,15,8000.0,2497.6,0.6878,0.16970000000000002,1.3394000000000001
16,0.2,15,8000.0,1854.1333333333334,0.7682333333333333,0.44339999999999996,1.8868
16,0.35,15,8000.0,1046.2,0.869225,0.7182499999999999,2.4365
